lat,lng,desc,zip,title,timeStamp,twp,addr
40.2149774,-75.4997122,RIDGE PIKE & N TOWNSHIP LINE RD;  LIMERICK; Station 324A; 2016-01-02 @ 13:59:17;,19468,EMS: RESPIRATORY EMERGENCY,1/2/2016 13:59,LIMERICK,RIDGE PIKE & N TOWNSHIP LINE RD
40.1024292,-75.1270191,CHELTENA AVE & MADEIRA AVE; ABINGTON; 2016-01-02 @ 14:00:11-Station:STA100;,19046,Fire: FIRE ALARM,1/2/2016 14:00,ABINGTON,CHELTENA AVE & MADEIRA AVE
40.1085232,-75.3200299,LUCETTA ST & HAWS ALY;  PLYMOUTH; Station 308A; 2016-01-02 @ 14:02:14;,19462,EMS: RESPIRATORY EMERGENCY,1/2/2016 14:02,PLYMOUTH,LUCETTA ST & HAWS ALY
40.2387237,-75.578516,EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; Station 329; 2016-01-02 @ 14:02:49;,19464,EMS: SUBJECT IN PAIN,1/2/2016 14:02,LOWER POTTSGROVE,EVERGREEN RD & W LIGHTCAP RD
40.1431817,-75.3308768,STANBRIDGE ST & DOGWOOD LN; EAST NORRITON; 2016-01-02 @ 14:05:54-Station:STA61;,19401,Fire: FIRE ALARM,1/2/2016 14:05,EAST NORRITON,STANBRIDGE ST & DOGWOOD LN
40.1784422,-75.1285061,WOODVIEW CT & DEAD END;  HORSHAM; Station 352; 2016-01-02 @ 14:07:19;,,EMS: HEAD INJURY,1/2/2016 14:07,HORSHAM,WOODVIEW CT & DEAD END
40.0878981,-75.2629699,RIDGE PIKE & OAKWYN RD;  WHITEMARSH; Station 318; 2016-01-02 @ 14:08:14;,19444,EMS: SEIZURES,1/2/2016 14:08,WHITEMARSH,RIDGE PIKE & OAKWYN RD
40.1410914,-75.1164846,MORELAND RD & W MORELAND RD;  ABINGTON; Station 381; 2016-01-02 @ 14:15:57;,19090,EMS: SYNCOPAL EPISODE,1/2/2016 14:15,ABINGTON,MORELAND RD & W MORELAND RD
39.9866944,-75.2569627,CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; Station 313; 2016-01-02 @ 14:20:41;,19151,EMS: ALTERED MENTAL STATUS,1/2/2016 14:20,LOWER MERION,CITY AVE & HOLLINGSWORTH RD
40.125757,-75.457651,STATION AVE & NORTH DR;  UPPER PROVIDENCE; Station 322A; 2016-01-02 @ 14:16:30;,19460,EMS: SEIZURES,1/2/2016 14:16,UPPER PROVIDENCE,STATION AVE & NORTH DR
40.1431817,-75.3308768,STANBRIDGE ST & DOGWOOD LN;  EAST NORRITON; Station 308B; 2016-01-02 @ 14:21:19;,19401,EMS: RESPIRATORY EMERGENCY,1/2/2016 14:21,EAST NORRITON,STANBRIDGE ST & DOGWOOD LN
40.2232739,-75.37447,COVENTRY WAY & KERR RD;  TOWAMENCIN; Station 336; 2016-01-02 @ 14:21:55;,19438,EMS: GENERAL WEAKNESS,1/2/2016 14:21,TOWAMENCIN,COVENTRY WAY & KERR RD
40.015471,-75.305895,W LANCASTER AVE & BUCK LN; LOWER MERION; 2016-01-02 @ 14:35:20;,19041,Traffic: VEHICLE ACCIDENT -,1/2/2016 14:35,LOWER MERION,W LANCASTER AVE & BUCK LN
40.102419,-75.3701522,VALLEY FORGE RD & N HENDERSON RD;  UPPER MERION; Station 317; 2016-01-02 @ 14:42:29;,19406,EMS: SUBJECT IN PAIN,1/2/2016 14:42,UPPER MERION,VALLEY FORGE RD & N HENDERSON RD
40.1191265,-75.3563552,HARTRANFT AVE & RICH ALY; NORRISTOWN; 2016-01-02 @ 14:41:53;,19401,Traffic: VEHICLE ACCIDENT -,1/2/2016 14:41,NORRISTOWN,HARTRANFT AVE & RICH ALY
40.1040774,-75.4220931,COUNTY LINE RD & VALLEY FORGE PARK RD; UPPER MERION; 2016-01-02 @ 14:45:41;,19406,Traffic: VEHICLE ACCIDENT -,1/2/2016 14:45,UPPER MERION,COUNTY LINE RD & VALLEY FORGE PARK RD
40.1040774,-75.4220931,COUNTY LINE RD & VALLEY FORGE PARK RD; UPPER MERION; 2016-01-02 @ 14:45:49;,19406,Traffic: VEHICLE ACCIDENT -,1/2/2016 14:45,UPPER MERION,COUNTY LINE RD & VALLEY FORGE PARK RD
40.0963869,-75.1558818,BICKLEY RD;  CHELTENHAM; Station 358A; 2016-01-02 @ 14:54:08;,19038,EMS: VEHICLE ACCIDENT,1/2/2016 14:54,CHELTENHAM,BICKLEY RD
40.242907,-75.644739,SOUTH ST & S FRANKLIN ST;  POTTSTOWN; Station 329; 2016-01-02 @ 14:53:42;,19464,EMS: HEMORRHAGING,1/2/2016 14:53,POTTSTOWN,SOUTH ST & S FRANKLIN ST
40.0944731,-75.1578049,BICKLEY RD & ROYAL AVE; CHELTENHAM; 2016-01-02 @ 14:53:05;,19095,Traffic: VEHICLE ACCIDENT -,1/2/2016 14:53,CHELTENHAM,BICKLEY RD & ROYAL AVE
40.2447708,-75.3826653,UPPER MAINLAND RD & QUARRY RD;  LOWER SALFORD; Station 344; 2016-01-02 @ 15:04:01;,19438,EMS: ALLERGIC REACTION,1/2/2016 15:04,LOWER SALFORD,UPPER MAINLAND RD & QUARRY RD
40.2229819,-75.707363,SHENKEL RD & FERNBROOK LN;  CHESTER COUNTY; Station 3A84; 2016-01-02 @ 15:02:22;,19465,EMS: GENERAL WEAKNESS,1/2/2016 15:02,CHESTER COUNTY,SHENKEL RD & FERNBROOK LN
40.3434796,-75.4367547,SWAMP CREEK RD & PAYNE RD; MARLBOROUGH; 2016-01-02 @ 15:03:07;,18054,Traffic: VEHICLE ACCIDENT -,1/2/2016 15:03,MARLBOROUGH,SWAMP CREEK RD & PAYNE RD
40.3506902,-75.4335462,SWAMP CREEK RD;  MARLBOROUGH; Station 344A; 2016-01-02 @ 15:08:20;,,EMS: VEHICLE ACCIDENT,1/2/2016 15:08,MARLBOROUGH,SWAMP CREEK RD
40.3506902,-75.4335462,SWAMP CREEK RD; MARLBOROUGH; 2016-01-02 @ 15:08:11-Station:STA42;,,Fire: VEHICLE ACCIDENT,1/2/2016 15:08,MARLBOROUGH,SWAMP CREEK RD
40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD;  PLYMOUTH; Station 308; 2016-01-02 @ 15:09:54;,19462,EMS: HEAD INJURY,1/2/2016 15:09,PLYMOUTH,GERMANTOWN PIKE & LAUNFALL RD
40.1192546,-75.2362381,MITCHELL CT & DEAD END;  WHITEMARSH; Station 318; 2016-01-02 @ 15:10:58;,,EMS: UNKNOWN MEDICAL EMERGENCY,1/2/2016 15:10,WHITEMARSH,MITCHELL CT & DEAD END
40.1809892,-75.214936,WOODS LN & NORRISTOWN RD; LOWER GWYNEDD; 2016-01-02 @ 15:09:43;,19002,Traffic: HAZARDOUS ROAD CONDITIONS -,1/2/2016 15:09,LOWER GWYNEDD,WOODS LN & NORRISTOWN RD
40.092636,-75.361325,HENDERSON RD & MONROE RD;  UPPER MERION; Station 317; 2016-01-02 @ 15:15:12;,19406,EMS: CARDIAC EMERGENCY,1/2/2016 15:15,UPPER MERION,HENDERSON RD & MONROE RD
40.1268744,-75.324538,ARCH ST & DARTMOUTH DR;  NORRISTOWN; Station 308A; 2016-01-02 @ 15:11:44;,19401,EMS: SUBJECT IN PAIN,1/2/2016 15:11,NORRISTOWN,ARCH ST & DARTMOUTH DR
40.251492,-75.6033497,RT422 BYP & RR UNDERPASS; LOWER POTTSGROVE; 2016-01-02 @ 15:16:02;,,Traffic: DISABLED VEHICLE -,1/2/2016 15:16,LOWER POTTSGROVE,RT422 BYP & RR UNDERPASS
40.3096342,-75.3157512,LINCOLN AVE & WOOD ALY;  TELFORD; Station 339; 2016-01-02 @ 15:25:57;,18964,EMS: FALL VICTIM,1/2/2016 15:25,TELFORD,LINCOLN AVE & WOOD ALY
40.2147917,-75.6164904,BAYBERRY LN & S SAVANNA DR;  CHESTER COUNTY; Station 3A84; 2016-01-02 @ 15:22:23;,19465,EMS: NAUSEA/VOMITING,1/2/2016 15:22,CHESTER COUNTY,BAYBERRY LN & S SAVANNA DR
40.2465386,-75.6488196,KING ST & PENN ST;  POTTSTOWN; Station 329; 2016-01-02 @ 15:30:34;,19464,EMS: RESPIRATORY EMERGENCY,1/2/2016 15:30,POTTSTOWN,KING ST & PENN ST
40.1835364,-75.2217608,NORRISTOWN RD & MCKEAN RD; LOWER GWYNEDD; 2016-01-02 @ 15:30:26;,19002,Traffic: DISABLED VEHICLE -,1/2/2016 15:30,LOWER GWYNEDD,NORRISTOWN RD & MCKEAN RD
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-01-02 @ 15:31:16;,19403,EMS: RESPIRATORY EMERGENCY,1/2/2016 15:31,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.2494101,-75.5641691,BUNKER WAY & PUTTER LN; LIMERICK; 2016-01-02 @ 15:54:41-Station:STA54;,19464,Fire: FIRE ALARM,1/2/2016 15:54,LIMERICK,BUNKER WAY & PUTTER LN
40.1376288,-75.3704001,CONSTITUTION AVE & CLEARVIEW AVE;  WEST NORRITON; Station 308B; 2016-01-02 @ 15:56:54;,19403,EMS: FALL VICTIM,1/2/2016 15:56,WEST NORRITON,CONSTITUTION AVE & CLEARVIEW AVE
40.0858157,-75.0936493,HUNTINGDON PIKE & SAN DIEGO AVE;  ABINGTON; Station 382; 2016-01-02 @ 15:59:22;,19046,EMS: SYNCOPAL EPISODE,1/2/2016 15:59,ABINGTON,HUNTINGDON PIKE & SAN DIEGO AVE
40.1521201,-75.3051426,SWEDE RD & DEKALB PIKE; WHITPAIN; 2016-01-02 @ 15:58:44-Station:STA33;,19422,Fire: FIRE INVESTIGATION,1/2/2016 15:58,WHITPAIN,SWEDE RD & DEKALB PIKE
40.1793752,-75.2362381,KENT CIR & DEAD END;  LOWER GWYNEDD; Station 351; 2016-01-02 @ 16:14:13;,,EMS: BACK PAINS/INJURY,1/2/2016 16:14,LOWER GWYNEDD,KENT CIR & DEAD END
40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2016-01-02 @ 16:24:00;,19406,EMS: FALL VICTIM,1/2/2016 16:24,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD
40.1176758,-75.3360594,ARCH ST & MINOR ST;  NORRISTOWN; Station 308A; 2016-01-02 @ 16:23:23;,19401,EMS: SUBJECT IN PAIN,1/2/2016 16:23,NORRISTOWN,ARCH ST & MINOR ST
40.1696584,-75.503971,YEAGER RD & WILLOWBROOKE LN; UPPER PROVIDENCE; 2016-01-02 @ 16:21:31-Station:STA99;,19468,Fire: FIRE ALARM,1/2/2016 16:21,UPPER PROVIDENCE,YEAGER RD & WILLOWBROOKE LN
40.1004231,-75.2070644,RT309 EXPY & HAWS LN UNDERPASS; SPRINGFIELD; 2016-01-02 @ 16:23:59;,,Traffic: ROAD OBSTRUCTION -,1/2/2016 16:23,SPRINGFIELD,RT309 EXPY & HAWS LN UNDERPASS
40.1004231,-75.2070644,RT309 EXPY & HAWS LN UNDERPASS; SPRINGFIELD; 2016-01-02 @ 16:24:22;,,Traffic: ROAD OBSTRUCTION -,1/2/2016 16:24,SPRINGFIELD,RT309 EXPY & HAWS LN UNDERPASS
40.0972222,-75.3761952,SCHUYLKILL EXPY & WEADLEY RD OVERPASS; UPPER MERION; 2016-01-02 @ 16:28:02;,,Traffic: VEHICLE ACCIDENT -,1/2/2016 16:28,UPPER MERION,SCHUYLKILL EXPY & WEADLEY RD OVERPASS
40.1152488,-75.3413789,DEKALB ST & E AIRY ST;  NORRISTOWN; Station 308A; 2016-01-02 @ 16:28:24;,19401,EMS: SUBJECT IN PAIN,1/2/2016 16:28,NORRISTOWN,DEKALB ST & E AIRY ST
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-01-02 @ 16:31:55;,19403,EMS: FALL VICTIM,1/2/2016 16:31,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.0855923,-75.3912204,GULPH RD & KIRK AVE;  UPPER MERION; Station 317; 2016-01-02 @ 16:36:49;,19406,EMS: SYNCOPAL EPISODE,1/2/2016 16:36,UPPER MERION,GULPH RD & KIRK AVE
40.1034387,-75.1598307,GLENSIDE AVE & RADCLIFFE RD; CHELTENHAM; 2016-01-02 @ 16:39:05;,19038,Traffic: VEHICLE ACCIDENT -,1/2/2016 16:39,CHELTENHAM,GLENSIDE AVE & RADCLIFFE RD
40.2309343,-75.5221245,LIGHTCAP RD & SANATOGA SPRINGS DR;  LIMERICK; Station 324A; 2016-01-02 @ 16:45:15;,19468,EMS: SEIZURES,1/2/2016 16:45,LIMERICK,LIGHTCAP RD & SANATOGA SPRINGS DR
40.1923186,-75.2916513,TOWNSHIP LINE RD & AMBERLEY DR;  UPPER GWYNEDD; Station 345B; 2016-01-02 @ 16:44:38;,19422,EMS: SUBJECT IN PAIN,1/2/2016 16:44,UPPER GWYNEDD,TOWNSHIP LINE RD & AMBERLEY DR
40.1816167,-75.2312638,PENLLYN PIKE & FOXFIELD RD;  LOWER GWYNEDD; Station 351; 2016-01-02 @ 16:49:14;,19002,EMS: FALL VICTIM,1/2/2016 16:49,LOWER GWYNEDD,PENLLYN PIKE & FOXFIELD RD
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-01-02 @ 16:50:47;,19403,EMS: MEDICAL ALERT ALARM,1/2/2016 16:50,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD
40.0249667,-75.2829046,SCHUYLKILL EXPY & RIGHTERS FERRY RD UNDERPASS; LOWER MERION; 2016-01-02 @ 16:47:50;,,Traffic: VEHICLE ACCIDENT -,1/2/2016 16:47,LOWER MERION,SCHUYLKILL EXPY & RIGHTERS FERRY RD UNDERPASS
40.3256048,-75.3249254,WASHINGTON AVE & E HAMLIN AVE;  TELFORD; Station 339; 2016-01-02 @ 16:53:57;,18969,EMS: CARDIAC EMERGENCY,1/2/2016 16:53,TELFORD,WASHINGTON AVE & E HAMLIN AVE
40.070183,-75.098695,E CHURCH RD & E TOWNSHIP LINE RD; CHELTENHAM; 2016-01-02 @ 16:53:08;,19027,Traffic: DISABLED VEHICLE -,1/2/2016 16:53,CHELTENHAM,E CHURCH RD & E TOWNSHIP LINE RD
40.1330065,-75.1521078,FITZWATERTOWN RD & ORI PL; UPPER DUBLIN; 2016-01-02 @ 16:52:57;,19025,Traffic: VEHICLE ACCIDENT -,1/2/2016 16:52,UPPER DUBLIN,FITZWATERTOWN RD & ORI PL
40.0249667,-75.2829046,SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 WB; LOWER MERION; 2016-01-02 @ 16:58:50;,,Traffic: VEHICLE ACCIDENT -,1/2/2016 16:58,LOWER MERION,SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 WB
40.1523192,-75.1965726,HAWTHORNE LN & FORT WASHINGTON AVE;  UPPER DUBLIN; Station 351; 2016-01-02 @ 17:01:45;,19034,EMS: SUBJECT IN PAIN,1/2/2016 17:01,UPPER DUBLIN,HAWTHORNE LN & FORT WASHINGTON AVE
40.1554454,-75.3068188,MUHLENBURG DR & LAFAYETTE WAY;  WHITPAIN; Station 385; 2016-01-02 @ 17:03:40;,19422,EMS: SYNCOPAL EPISODE,1/2/2016 17:03,WHITPAIN,MUHLENBURG DR & LAFAYETTE WAY
40.193322,-75.1312456,GRANT AVE & W MORELAND AVE;  HORSHAM; Station 352; 2016-01-02 @ 17:08:23;,19044,EMS: OVERDOSE,1/2/2016 17:08,HORSHAM,GRANT AVE & W MORELAND AVE
39.989898,-75.25843,LANCASTER AVE & LANKENAU DR;  LOWER MERION; Station 313; 2016-01-02 @ 17:09:10;,19096,EMS: RESPIRATORY EMERGENCY,1/2/2016 17:09,LOWER MERION,LANCASTER AVE & LANKENAU DR
40.1566208,-75.4113257,EAGLEVILLE RD & SUNDERLAND DR; LOWER PROVIDENCE; 2016-01-02 @ 17:13:26;,19403,Traffic: DISABLED VEHICLE -,1/2/2016 17:13,LOWER PROVIDENCE,EAGLEVILLE RD & SUNDERLAND DR
40.0377528,-75.317595,ITHAN AVE & POND LN;  LOWER MERION; Station 313A; 2016-01-02 @ 17:16:42;,19010,EMS: HEAD INJURY,1/2/2016 17:16,LOWER MERION,ITHAN AVE & POND LN
40.1071809,-75.1641715,LIMEKILN PIKE & ROOSEVELT AVE; CHELTENHAM; 2016-01-02 @ 17:18:11;,19038,Traffic: VEHICLE ACCIDENT -,1/2/2016 17:18,CHELTENHAM,LIMEKILN PIKE & ROOSEVELT AVE
40.2186132,-75.2970542,SUMNEYTOWN PIKE & ALLENTOWN RD; UPPER GWYNEDD; 2016-01-02 @ 17:26:56;,19446,Traffic: VEHICLE ACCIDENT -,1/2/2016 17:26,UPPER GWYNEDD,SUMNEYTOWN PIKE & ALLENTOWN RD
40.02621,-75.2609997,FAIRVIEW RD & WYNNE LN; LOWER MERION; 2016-01-02 @ 17:28:42-Station:STA26;,19072,Fire: CARBON MONOXIDE DETECTOR,1/2/2016 17:28,LOWER MERION,FAIRVIEW RD & WYNNE LN
40.3908952,-75.4919743,MAIN ST & W 8TH ST; PENNSBURG; 2016-01-02 @ 17:34:41-Station:STA65;,18073,Fire: APPLIANCE FIRE,1/2/2016 17:34,PENNSBURG,MAIN ST & W 8TH ST
40.1061366,-75.1427146,ABINGTON AVE & JENKINTOWN RD; ABINGTON; 2016-01-02 @ 17:32:37;,19038,Traffic: VEHICLE ACCIDENT -,1/2/2016 17:32,ABINGTON,ABINGTON AVE & JENKINTOWN RD
40.1698091,-75.2016699,MEETINGHOUSE RD & E BUTLER PIKE; UPPER DUBLIN; 2016-01-02 @ 17:35:30;,19002,Traffic: VEHICLE ACCIDENT -,1/2/2016 17:35,UPPER DUBLIN,MEETINGHOUSE RD & E BUTLER PIKE
40.2403626,-75.6202026,CHERRY LN & MOSER RD;  POTTSTOWN; Station 329; 2016-01-02 @ 17:39:03;,19464,EMS: UNCONSCIOUS SUBJECT,1/2/2016 17:39,POTTSTOWN,CHERRY LN & MOSER RD
40.2071677,-75.2265429,W WELSH RD & DARDEN DR; LOWER GWYNEDD; 2016-01-02 @ 17:40:23;,19002,Traffic: VEHICLE ACCIDENT -,1/2/2016 17:40,LOWER GWYNEDD,W WELSH RD & DARDEN DR
40.1440198,-75.0495452,BYBERRY RD; LOWER MORELAND; 2016-01-02 @ 17:45:47-Station:STA8;,19006,Fire: WOODS/FIELD FIRE,1/2/2016 17:45,LOWER MORELAND,BYBERRY RD
40.226988,-75.1644661,PARK RD & W COUNTY LINE RD; HORSHAM; 2016-01-02 @ 17:41:18;,18976,Traffic: VEHICLE ACCIDENT -,1/2/2016 17:41,HORSHAM,PARK RD & W COUNTY LINE RD
40.129781,-75.3297054,LOCUST ST & W LOGAN ST;  NORRISTOWN; Station 308A; 2016-01-02 @ 17:46:26;,19401,EMS: ABDOMINAL PAINS,1/2/2016 17:46,NORRISTOWN,LOCUST ST & W LOGAN ST
40.2450058,-75.5930476,HIGH ST & BROWN ST;  LOWER POTTSGROVE; Station 329; 2016-01-02 @ 17:46:54;,19464,EMS: ALTERED MENTAL STATUS,1/2/2016 17:46,LOWER POTTSGROVE,HIGH ST & BROWN ST
40.2563601,-75.6400219,CHARLOTTE ST & NIGHTINGALE ST;  POTTSTOWN; Station 329; 2016-01-02 @ 17:50:28;,19464,EMS: RESPIRATORY EMERGENCY,1/2/2016 17:50,POTTSTOWN,CHARLOTTE ST & NIGHTINGALE ST
40.1049255,-75.2132496,BETHLEHEM PIKE & COLLEGE AVE; SPRINGFIELD; 2016-01-02 @ 17:48:17-Station:STA6;,19031,Fire: S/B AT HELICOPTER LANDING,1/2/2016 17:48,SPRINGFIELD,BETHLEHEM PIKE & COLLEGE AVE
40.2641832,-75.3324431,ALLENTOWN RD & REINERT RD; TOWAMENCIN; 2016-01-02 @ 17:49:41;,19440,Traffic: VEHICLE ACCIDENT -,1/2/2016 17:49,TOWAMENCIN,ALLENTOWN RD & REINERT RD
40.0851848,-75.2922219,NORTH LN & HALLOWELL ST;  WHITEMARSH; Station 318; 2016-01-02 @ 17:58:41;,19428,EMS: FEVER,1/2/2016 17:58,WHITEMARSH,NORTH LN & HALLOWELL ST
40.1253267,-75.3500616,STANBRIDGE ST & W ELM ST; NORRISTOWN; 2016-01-02 @ 17:57:09;,19401,Traffic: DISABLED VEHICLE -,1/2/2016 17:57,NORRISTOWN,STANBRIDGE ST & W ELM ST
40.0808517,-75.2685517,SCARLET OAK DR & APPLEWOOD DR; WHITEMARSH; 2016-01-02 @ 17:58:43;,19444,Traffic: VEHICLE ACCIDENT -,1/2/2016 17:58,WHITEMARSH,SCARLET OAK DR & APPLEWOOD DR
40.1508958,-75.1274376,FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2016-01-02 @ 18:01:17;,19090,EMS: RESPIRATORY EMERGENCY,1/2/2016 18:01,UPPER MORELAND,FITZWATERTOWN RD & BARTRAM RD
40.0254801,-75.3265114,W LANCASTER AVE;  LOWER MERION; Station 313; 2016-01-02 @ 18:08:08;,19010,EMS: VEHICLE ACCIDENT,1/2/2016 18:08,LOWER MERION,W LANCASTER AVE
40.2391632,-75.3045683,VALLEY FORGE RD & BOYD AVE; UPPER GWYNEDD; 2016-01-02 @ 18:08:44-Station:STA80;,19446,Fire: FIRE ALARM,1/2/2016 18:08,UPPER GWYNEDD,VALLEY FORGE RD & BOYD AVE
40.0235671,-75.3226115,W LANCASTER AVE & N WARNER AVE; LOWER MERION; 2016-01-02 @ 18:10:31;,19010,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:10,LOWER MERION,W LANCASTER AVE & N WARNER AVE
40.1210122,-75.1219396,WHEATSHEAF LN & WOODLAND RD; ABINGTON; 2016-01-02 @ 18:07:16;,19001,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:07,ABINGTON,WHEATSHEAF LN & WOODLAND RD
40.242798,-75.3367852,SUMNEYTOWN PIKE & REIFF RD;  TOWAMENCIN; Station 345B; 2016-01-02 @ 18:19:34;,19446,EMS: FALL VICTIM,1/2/2016 18:19,TOWAMENCIN,SUMNEYTOWN PIKE & REIFF RD
40.3813118,-75.4708931,BURGUNDY CIR & NAPA CIR;  UPPER HANOVER; Station 369; 2016-01-02 @ 18:21:14;,18073,EMS: CARDIAC EMERGENCY,1/2/2016 18:21,UPPER HANOVER,BURGUNDY CIR & NAPA CIR
40.2460586,-75.6535146,HIGH ST & VANBUSKIRK ALY;  POTTSTOWN; Station 329; 2016-01-02 @ 18:21:53;,19464,EMS: FALL VICTIM,1/2/2016 18:21,POTTSTOWN,HIGH ST & VANBUSKIRK ALY
40.1822107,-75.1832271,LIMEKILN PIKE & MISTY HOLLOW DR;  HORSHAM; Station 352; 2016-01-02 @ 18:24:30;,19002,EMS: MEDICAL ALERT ALARM,1/2/2016 18:24,HORSHAM,LIMEKILN PIKE & MISTY HOLLOW DR
40.218075,-75.6295521,SUMMER LN & SPIECE RD;  CHESTER COUNTY; Station 3A84; 2016-01-02 @ 18:25:15;,19465,EMS: RESPIRATORY EMERGENCY,1/2/2016 18:25,CHESTER COUNTY,SUMMER LN & SPIECE RD
40.2412256,-75.4092366,LUCON RD & TYSON RD; LOWER SALFORD; 2016-01-02 @ 18:22:10;,19438,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:22,LOWER SALFORD,LUCON RD & TYSON RD
40.2060806,-75.2246178,N BETHLEHEM PIKE & WELSH RD; HORSHAM; 2016-01-02 @ 18:29:53;,19454,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:29,HORSHAM,N BETHLEHEM PIKE & WELSH RD
40.1464006,-75.3550755,STONYBROOK DR & N WHITEHALL RD;  WEST NORRITON; Station 308B; 2016-01-02 @ 18:35:53;,19403,EMS: FALL VICTIM,1/2/2016 18:35,WEST NORRITON,STONYBROOK DR & N WHITEHALL RD
40.0931406,-75.3677644,DEKALB PIKE & TOWN CENTER RD;  UPPER MERION; Station 317; 2016-01-02 @ 18:34:18;,19406,EMS: SEIZURES,1/2/2016 18:34,UPPER MERION,DEKALB PIKE & TOWN CENTER RD
40.2080568,-75.2246564,N BETHLEHEM PIKE;  HORSHAM; Station 352; 2016-01-02 @ 18:35:13;,19454,EMS: VEHICLE ACCIDENT,1/2/2016 18:35,HORSHAM,N BETHLEHEM PIKE
40.2060806,-75.2246178,N BETHLEHEM PIKE & WELSH RD; HORSHAM; 2016-01-02 @ 18:32:38;,19454,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:32,HORSHAM,N BETHLEHEM PIKE & WELSH RD
40.0956518,-75.244877,FOX HOUND DR & MARBLE HL;  WHITEMARSH; Station 318; 2016-01-02 @ 18:40:35;,19444,EMS: RESPIRATORY EMERGENCY,1/2/2016 18:40,WHITEMARSH,FOX HOUND DR & MARBLE HL
40.1549248,-75.2209725,BUTLER AVE & YORK ST; AMBLER; 2016-01-02 @ 18:38:26-Station:STA7;,19002,Fire: FIRE ALARM,1/2/2016 18:38,AMBLER,BUTLER AVE & YORK ST
40.323766,-75.6176666,E PHILADELPHIA AVE & BARTMAN AVE; DOUGLASS; 2016-01-02 @ 18:39:16;,19525,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:39,DOUGLASS,E PHILADELPHIA AVE & BARTMAN AVE
40.1451088,-75.138816,NORTH HILLS AVE & ELLIOTT AVE;  ABINGTON; Station 381; 2016-01-02 @ 18:45:22;,19090,EMS: MEDICAL ALERT ALARM,1/2/2016 18:45,ABINGTON,NORTH HILLS AVE & ELLIOTT AVE
40.095171,-75.414699,1ST AVE & FREEDOM DR; UPPER MERION; 2016-01-02 @ 18:44:08;,19406,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:44,UPPER MERION,1ST AVE & FREEDOM DR
40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2016-01-02 @ 18:49:08;,19046,EMS: SUBJECT IN PAIN,1/2/2016 18:49,ABINGTON,THE FAIRWAY  & RYDAL RD
40.2420276,-75.2832578,BROAD ST & W 2ND ST; LANSDALE; 2016-01-02 @ 18:47:29;,19446,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:47,LANSDALE,BROAD ST & W 2ND ST
40.0861419,-75.2388213,GERMANTOWN PIKE & WHITEFIELD DR; WHITEMARSH; 2016-01-02 @ 18:47:32;,19444,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:47,WHITEMARSH,GERMANTOWN PIKE & WHITEFIELD DR
40.1580254,-75.2992999,DEKALB PIKE & JOLLY RD; WHITPAIN; 2016-01-02 @ 18:54:25-Station:STA33;,19422,Fire: FIRE ALARM,1/2/2016 18:54,WHITPAIN,DEKALB PIKE & JOLLY RD
40.1678718,-75.4236683,RIDGE PIKE & CASWELL AVE; LOWER PROVIDENCE; 2016-01-02 @ 18:58:09;,19426,Traffic: DISABLED VEHICLE -,1/2/2016 18:58,LOWER PROVIDENCE,RIDGE PIKE & CASWELL AVE
40.111435,-75.0759539,HUNTINGDON PIKE & MEADOWBROOK DR; ABINGTON; 2016-01-02 @ 18:58:37;,19006,Traffic: VEHICLE ACCIDENT -,1/2/2016 18:58,ABINGTON,HUNTINGDON PIKE & MEADOWBROOK DR
40.1328695,-75.3335153,MARKLEY ST & W LOGAN ST; NORRISTOWN; 2016-01-02 @ 19:04:31;,19401,Traffic: VEHICLE ACCIDENT -,1/2/2016 19:04,NORRISTOWN,MARKLEY ST & W LOGAN ST
